new_value,old_value
LSO-51403,2779
LSO-51404,2782
LSO-51405,2783
LSO-51406,2784
LSO-51407,2785
LSO-51408,2786
LSO-51409,2787
LSO-51410,2788
LSO-51411,2790
LSO-51412,2791
LSO-51413,2792
LSO-51414,2793
LSO-51415,2794
LSO-51416,2795
LSO-51417,2796
LSO-51418,2797
LSO-51419,2798
LSO-51420,2799
LSO-51421,2800
LSO-51422,2801
LSO-51423,2802
LSO-51424,2803
LSO-51425,2804
LSO-51426,2805
LSO-51427,2806
LSO-51428,2807
LSO-51429,2808
LSO-51430,2809
LSO-51431,2810
LSO-51432,2812
LSO-51433,2813
LSO-51434,2814
LSO-51435,2815
LSO-51436,2816
LSO-51437,2817
LSO-51438,2818
LSO-51439,2819
LSO-51440,2821
LSO-51441,2822
LSO-51442,2823
LSO-51443,2824
LSO-51444,2825
LSO-51445,2826
LSO-51446,2827
LSO-51447,2828
LSO-51448,2829
LSO-51449,2830
LSO-51450,2831
LSO-51451,2832
LSO-51452,2833
LSO-51453,2835
LSO-51454,2837
LSO-51455,2839
LSO-51456,2841
LSO-51457,2842
LSO-51458,2843
LSO-51459,2844
LSO-51460,2845
LSO-51461,2846
LSO-51462,2847
LSO-51463,2848
LSO-51464,2850
LSO-51465,2851
LSO-51466,2852
LSO-51467,2853
LSO-51468,2854
LSO-51469,2856
LSO-51470,2857
LSO-51471,2858
LSO-51472,2859
LSO-51473,2860
LSO-51474,2861
LSO-51475,2862
LSO-51476,2863
LSO-51477,2864
LSO-51478,2865
LSO-51479,2866
LSO-51480,2867
LSO-51481,2868
LSO-51482,2869
LSO-51483,2870
LSO-51484,2871
LSO-51485,2872
LSO-51486,2873
LSO-51487,2874
LSO-51488,2875
LSO-51489,2876
LSO-51490,2877
LSO-51491,2878
LSO-51492,2879
LSO-51493,2880
LSO-51494,2881
LSO-51495,2882
LSO-51496,2883
LSO-51497,2884
LSO-51498,2885
LSO-51499,2886
LSO-51500,2887
LSO-51501,2888
LSO-51502,2889
LSO-51503,2890
LSO-51504,2892
LSO-51505,2893
LSO-51506,2894
LSO-51507,2895
LSO-51508,2896
LSO-51509,2897
LSO-51510,2898
LSO-51511,2899
LSO-51512,2900
LSO-51513,2901
LSO-51514,2902
LSO-51515,2903
LSO-51516,2904
LSO-51517,2905
LSO-51518,2908
LSO-51519,2909
LSO-51520,2910
LSO-51521,2911
LSO-51522,2912
LSO-51523,2913
LSO-51524,2914
LSO-51525,2915
LSO-51526,2916
LSO-51527,2917
LSO-51528,2918
LSO-51529,2919
LSO-51530,2920
LSO-51531,2921
LSO-51532,2922
LSO-51533,2923
LSO-51534,2925
LSO-51535,2926
LSO-51536,2927
LSO-51537,2928
LSO-51538,2929
LSO-51539,2930
LSO-51540,2931
LSO-51541,2932
LSO-51542,2933
LSO-51543,2934
LSO-51544,2935
LSO-51545,2936
LSO-51546,2938
LSO-51547,2939
LSO-51548,2940
LSO-51549,2941
LSO-51550,2943
LSO-51551,2944
LSO-51552,2945
LSO-51553,2946
LSO-51554,2947
LSO-51555,2949
LSO-51556,2950
LSO-51557,2951
LSO-51558,2952
LSO-51559,2953
LSO-51560,2954
LSO-51561,2955
LSO-51562,2956
LSO-51563,2957
LSO-51564,2958
LSO-51565,2959
LSO-51566,2960
LSO-51567,2961
LSO-51568,2962
LSO-51569,2963
LSO-51570,2964
LSO-51571,2966
LSO-51572,2967
LSO-51573,2968
LSO-51574,2969
LSO-51575,2970
LSO-51576,2971
LSO-51577,2973
LSO-51578,2974
LSO-51579,2975
LSO-51580,2977
LSO-51581,2978
LSO-51582,2979
LSO-51583,2980
LSO-51584,2981
LSO-51585,2982
LSO-51586,2983
LSO-51587,2984
LSO-51588,2985
LSO-51589,2986
LSO-51590,2987
LSO-51591,2988
LSO-51592,2989
LSO-51593,2990
LSO-51594,2991
LSO-51595,2992
LSO-51596,2993
LSO-51597,2994
LSO-51598,2995
LSO-51599,2997
LSO-51600,2998
LSO-51601,2999
LSO-51602,3000
LSO-51603,3001
LSO-51604,3002
LSO-51605,3003
LSO-51606,3004
LSO-51607,3006
LSO-51608,3007
LSO-51609,3008
LSO-51610,3009
LSO-51611,3010
LSO-51612,3011
LSO-51613,3012
LSO-51614,3013
LSO-51615,3014
LSO-51616,3015
LSO-51617,3016
LSO-51618,3017
LSO-51619,3018
LSO-51620,3019
LSO-51621,3020
LSO-51622,3021
LSO-51623,3022
LSO-51624,3023
LSO-51625,3024
LSO-51626,3025
LSO-51627,3026
LSO-51628,3027
LSO-51629,3028
LSO-51630,3029
LSO-51631,3030
LSO-51632,3032
LSO-51633,3033
LSO-51634,3034
LSO-51635,3035
LSO-51636,3036
LSO-51637,3037
LSO-51638,3038
LSO-51639,3039
LSO-51640,3040
LSO-51641,3041
LSO-51642,3042
LSO-51643,3043
LSO-51644,3044
LSO-51645,3045
LSO-51646,3046
LSO-51647,3047
LSO-51648,3048
LSO-51649,3051
LSO-51650,3052
LSO-51651,3053
LSO-51652,3054
LSO-51653,3055
LSO-51654,3057
LSO-51655,3058
LSO-51656,3059
LSO-51657,3060
LSO-51658,3062
LSO-51659,3063
LSO-51660,3066
LSO-51661,3068
LSO-51662,3069
LSO-51663,3070
LSO-51664,3071
LSO-51665,3072
LSO-51666,3073
LSO-51667,3074
LSO-51668,3076
LSO-51669,3078
LSO-51670,3080
LSO-51671,3081
LSO-51672,3082
LSO-51673,3083
LSO-51674,3085
LSO-51675,3086
LSO-51676,3087
LSO-51677,3088
LSO-51678,3089
LSO-51679,3091
LSO-51680,3092
LSO-51681,3094
LSO-51682,3095
LSO-51683,3096
LSO-51684,3097
LSO-51685,3098
LSO-51686,3100
LSO-51687,3101
LSO-51688,3103
LSO-51689,3105
LSO-51690,3106
LSO-51691,3107
LSO-51692,3108
LSO-51693,3109
LSO-51694,3110
LSO-51695,3111
LSO-51696,3112
LSO-51697,3113
LSO-51698,3114
LSO-51699,3115
LSO-51700,3116
LSO-51701,3117
LSO-51702,3118
LSO-51703,3120
LSO-51704,3121
LSO-51705,3122
LSO-51706,3123
LSO-51707,3124
LSO-51708,3125
LSO-51709,3126
LSO-51710,3127
LSO-51711,3128
LSO-51712,3129
LSO-51713,3131
LSO-51714,3132
LSO-51715,3133
LSO-51716,3134
LSO-51717,3135
LSO-51718,3136
LSO-51719,3138
LSO-51720,3139
LSO-51721,3140
LSO-51722,3141
LSO-51723,3142
LSO-51724,3143
LSO-51725,3145
LSO-51726,3148
LSO-51727,3149
LSO-51728,3150
LSO-51729,3152
LSO-51730,3153
LSO-51731,3155
LSO-51732,3156
LSO-51733,3157
LSO-51734,3158
LSO-51735,3159
LSO-51736,3161
LSO-51737,3162
LSO-51738,3164
LSO-51739,3165
LSO-51740,3168
LSO-51741,3171
LSO-51742,3174
LSO-51743,3175
LSO-51744,3176
LSO-51745,3182
LSO-51746,3186
LSO-51747,3188
LSO-51748,3191
LSO-51749,3194
LSO-51750,3195
LSO-51751,3196
LSO-51752,3198
LSO-51753,3199
LSO-51754,3200
LSO-51755,3202
LSO-51756,3205
LSO-51757,3206
LSO-51758,3207
LSO-51759,3208
LSO-51760,3209
LSO-51761,3210
LSO-51762,3211
LSO-51763,3212
LSO-51764,3213
LSO-51765,3215
LSO-51766,3216
LSO-51767,3217
LSO-51768,3218
LSO-51769,3219
LSO-51770,3221
LSO-51771,3556
LSO-51772,3571
LSO-51773,3573
LSO-51774,3583
LSO-51775,3591
LSO-51776,3596
LSO-51777,3597
LSO-51778,3599
LSO-51779,3605
LSO-51780,3609
LSO-51781,3611
LSO-51782,3614
LSO-51783,3618
LSO-51784,3627
LSO-51785,3641
LSO-51786,3646
LSO-51787,3665
LSO-51788,3670
LSO-51789,3671
LSO-51790,3679
LSO-51791,3682
LSO-51792,3692
LSO-51793,3694
LSO-51794,3695
LSO-51795,3697
LSO-51796,3698
LSO-51797,3704
LSO-51798,3705
LSO-51799,3707
LSO-51800,3711
LSO-51801,9134
LSO-51802,9139
LSO-51803,9141
LSO-51804,9143
LSO-51805,9147
LSO-51806,9148
LSO-51807,9149
LSO-51808,9150
LSO-51809,9152
LSO-51810,9153
LSO-51811,9154
LSO-51812,9157
LSO-51813,9167
LSO-51814,9171
LSO-51815,9172
LSO-51816,9174
LSO-51817,9177
LSO-51818,9181
LSO-51819,9184
LSO-51820,9186
LSO-51821,9192
LSO-51822,9196
LSO-51823,9197
LSO-51824,9201
LSO-51825,9202
LSO-51826,9205
LSO-51827,9207
LSO-51828,9218
LSO-51829,9219
LSO-51830,9220
LSO-51831,9221
LSO-51832,9228
LSO-51833,9234
LSO-51834,9238
LSO-51835,9245
LSO-51836,9246
LSO-51837,9249
LSO-51838,9250
LSO-51839,9253
LSO-51840,9255
LSO-51841,9259
LSO-51842,9262
LSO-51843,9263
LSO-51844,9265
LSO-51845,9266
LSO-51846,9269
LSO-51847,9270
LSO-51848,9271
LSO-51849,9275
LSO-51850,9287
LSO-51851,9299
LSO-51852,9300
LSO-51853,9302
LSO-51854,9303
LSO-51855,9315
LSO-51856,9326
LSO-51857,9328
LSO-51858,9332
LSO-51859,9333
LSO-51860,9336
LSO-51861,9341
LSO-51862,9343
LSO-51863,9348
LSO-51864,9349
LSO-51865,9353
LSO-51866,9354
LSO-51867,9357
LSO-51868,9365
LSO-51869,9369
LSO-51870,9375
LSO-51871,9378
LSO-51872,9381
LSO-51873,9387
LSO-51874,9395
LSO-51875,9401
LSO-51876,9404
LSO-51877,9407
LSO-51878,9409
LSO-51879,9410
LSO-51880,9414
LSO-51881,9415
LSO-51882,9417
LSO-51883,9418
LSO-51884,9419
LSO-51885,9421
LSO-51886,9427
LSO-51887,9428
LSO-51888,9429
LSO-51889,9430
LSO-51890,9433
LSO-51891,9438
LSO-51892,9439
LSO-51893,9442
LSO-51894,9443
LSO-51895,9445
LSO-51896,9450
LSO-51897,9454
LSO-51898,9460
LSO-51899,9470
LSO-51900,9471
LSO-51901,9475
LSO-51902,9476
LSO-51903,9481
LSO-51904,9482
LSO-51905,9483
LSO-51906,9492
LSO-51907,9494
LSO-51908,9496
LSO-51909,9497
LSO-51910,9499
LSO-51911,9500
LSO-51912,9501
LSO-51913,9502
LSO-51914,9504
LSO-51915,9506
LSO-51916,9516
LSO-51917,9519
LSO-51918,9520
LSO-51919,9521
LSO-51920,9525
LSO-51921,9528
LSO-51922,9535
LSO-51923,9541
LSO-51924,9545
LSO-51925,9546
LSO-51926,9547
LSO-51927,9552
LSO-51928,9553
LSO-51929,9560
LSO-51930,9564
LSO-51931,9568
LSO-51932,9569
LSO-51933,9573
LSO-51934,9574
LSO-51935,9576
LSO-51936,9579
LSO-51937,9580
LSO-51938,9581
LSO-51939,9583
LSO-51940,9584
LSO-51941,9586
LSO-51942,9591
LSO-51943,9592
LSO-51944,9594
LSO-51945,9598
LSO-51946,9601
LSO-51947,9604
LSO-51948,9605
LSO-51949,9606
LSO-51950,9607
LSO-51951,9608
LSO-51952,9611
LSO-51953,9612
LSO-51954,9614
LSO-51955,9617
LSO-51956,9626
LSO-51957,9630
LSO-51958,9631
LSO-51959,9632
LSO-51960,9634
LSO-51961,9635
LSO-51962,9637
LSO-51963,9641
LSO-51964,9645
LSO-51965,9646
LSO-51966,9647
LSO-51967,9649
LSO-51968,9662
LSO-51969,9663
LSO-51970,9664
LSO-51971,9668
LSO-51972,9671
LSO-51973,9674
LSO-51974,9675
LSO-51975,9676
LSO-51976,9677
LSO-51977,9680
LSO-51978,9682
LSO-51979,9683
LSO-51980,9684
LSO-51981,9691
LSO-51982,9692
LSO-51983,9695
LSO-51984,9696
LSO-51985,9699
LSO-51986,9701
LSO-51987,9703
LSO-51988,9714
LSO-51989,9716
LSO-51990,9717
LSO-51991,9722
LSO-51992,9723
LSO-51993,9736
LSO-51994,9737
LSO-51995,9738
LSO-51996,9739
LSO-51997,9740
LSO-51998,9741
LSO-51999,9742
LSO-52000,9749
LSO-52001,9752
LSO-52002,9756
LSO-52003,9758
LSO-52004,9759
LSO-52005,9760
LSO-52006,9762
LSO-52007,9764
LSO-52008,9768
LSO-52009,9769
LSO-52010,9772
LSO-52011,9777
LSO-52012,9780
LSO-52013,9788
LSO-52014,9789
LSO-52015,9790
LSO-52016,9791
LSO-52017,9792
LSO-52018,9793
LSO-52019,9794
LSO-52020,9795
LSO-52021,9796
LSO-52022,9798
LSO-52023,9800
LSO-52024,9805
LSO-52025,9810
LSO-52026,9811
LSO-52027,9812
LSO-52028,9813
LSO-52029,9815
LSO-52030,9816
LSO-52031,9817
LSO-52032,9821
LSO-52033,9824
LSO-52034,9826
LSO-52035,9827
LSO-52036,9830
LSO-52037,9839
LSO-52038,9844
LSO-52039,9869
LSO-52040,9870
LSO-52041,9874
LSO-52042,9875
LSO-52043,9876
LSO-52044,9877
LSO-52045,9878
LSO-52046,9880
LSO-52047,9882
LSO-52048,9883
LSO-52049,9884
LSO-52050,9889
LSO-52051,9890
LSO-52052,9892
LSO-52053,9893
LSO-52054,9898
LSO-52055,9901
LSO-52056,9902
LSO-52057,9910
LSO-52058,9915
LSO-52059,9917
LSO-52060,9919
LSO-52061,9921
LSO-52062,9924
LSO-52063,9925
LSO-52064,9926
LSO-52065,9927
LSO-52066,9928
LSO-52067,9929
LSO-52068,9930
LSO-52069,9933
LSO-52070,9935
LSO-52071,9936
LSO-52072,9942
LSO-52073,9945
LSO-52074,9947
LSO-52075,9951
LSO-52076,9959
LSO-52077,9960
LSO-52078,9966
LSO-52079,9967
LSO-52080,9970
LSO-52081,9972
LSO-52082,9975
LSO-52083,9979
LSO-52084,9981
LSO-52085,9983
LSO-52086,9984
LSO-52087,9986
LSO-52088,9987
LSO-52089,9991
LSO-52090,9992
LSO-52091,9993
LSO-52092,9997
LSO-52093,9998
LSO-52094,9999
LSO-52095,10000
LSO-52096,10003
LSO-52097,10005
LSO-52098,10009
LSO-52099,10014
LSO-52100,10015
LSO-52101,10021
LSO-52102,10025
LSO-52103,10027
LSO-52104,10029
LSO-52105,10031
LSO-52106,10032
LSO-52107,10033
LSO-52108,10034
LSO-52109,10035
LSO-52110,10040
LSO-52111,10041
LSO-52112,10042
LSO-52113,10043
LSO-52114,10044
LSO-52115,10048
LSO-52116,10053
LSO-52117,10054
LSO-52118,10055
LSO-52119,10056
LSO-52120,10067
LSO-52121,10068
LSO-52122,10079
LSO-52123,10091
LSO-52124,10093
LSO-52125,10097
LSO-52126,10098
LSO-52127,10105
LSO-52128,10108
LSO-52129,10116
LSO-52130,10121
LSO-52131,10123
LSO-52132,10124
LSO-52133,10125
LSO-52134,10126
LSO-52135,10127
LSO-52136,10128
LSO-52137,10129
LSO-52138,10130
LSO-52139,10140
LSO-52140,10143
LSO-52141,10144
LSO-52142,10146
LSO-52143,10150
LSO-52144,10151
LSO-52145,10161
LSO-52146,10167
LSO-52147,10179
LSO-52148,10184
LSO-52149,10188
LSO-52150,10190
LSO-52151,10193
LSO-52152,10199
LSO-52153,10200
LSO-52154,10201
LSO-52155,10203
LSO-52156,10205
LSO-52157,10221
LSO-52158,10223
LSO-52159,10225
LSO-52160,10228
LSO-52161,10229
LSO-52162,10230
LSO-52163,10231
LSO-52164,10232
LSO-52165,10235
LSO-52166,10238
LSO-52167,10239
LSO-52168,10240
LSO-52169,10241
LSO-52170,10242
LSO-52171,10243
LSO-52172,10244
LSO-52173,10247
LSO-52174,10248
LSO-52175,10250
LSO-52176,10255
LSO-52177,10256
LSO-52178,10258
LSO-52179,10259
LSO-52180,10261
LSO-52181,10263
LSO-52182,10265
LSO-52183,10271
LSO-52184,10275
LSO-52185,10276
LSO-52186,10285
LSO-52187,10288
LSO-52188,10295
LSO-52189,10297
LSO-52190,10304
LSO-52191,10305
LSO-52192,10307
LSO-52193,10308
LSO-52194,10309
LSO-52195,10319
LSO-52196,10320
LSO-52197,10321
LSO-52198,10336
LSO-52199,10337
LSO-52200,10338
LSO-52201,10339
LSO-52202,10348
LSO-52203,10363
LSO-52204,10371
LSO-52205,10372
LSO-52206,10373
LSO-52207,10374
LSO-52208,10377
LSO-52209,10381
LSO-52210,10385
LSO-52211,10386
LSO-52212,10387
LSO-52213,10391
LSO-52214,10398
LSO-52215,10399
LSO-52216,10404
LSO-52217,10407
LSO-52218,10408
LSO-52219,10416
LSO-52220,10417
LSO-52221,10418
LSO-52222,10419
LSO-52223,10420
LSO-52224,10421
LSO-52225,10422
LSO-52226,10423
LSO-52227,10424
LSO-52228,10425
LSO-52229,10429
LSO-52230,10440
LSO-52231,10442
LSO-52232,10443
LSO-52233,10444
LSO-52234,10445
LSO-52235,10447
LSO-52236,10449
LSO-52237,10450
LSO-52238,10451
LSO-52239,10455
LSO-52240,10458
LSO-52241,10459
LSO-52242,10463
LSO-52243,10469
LSO-52244,10476
LSO-52245,10478
LSO-52246,10479
LSO-52247,10482
LSO-52248,10485
LSO-52249,10486
LSO-52250,10488
LSO-52251,10490
LSO-52252,10493
LSO-52253,10498
LSO-52254,10499
LSO-52255,10500
LSO-52256,10501
LSO-52257,10502
LSO-52258,10503
LSO-52259,10506
LSO-52260,10512
LSO-52261,10513
LSO-52262,10522
LSO-52263,10536
LSO-52264,10537
LSO-52265,10538
LSO-52266,10540
LSO-52267,10541
LSO-52268,10542
LSO-52269,10549
LSO-52270,10550
LSO-52271,10551
LSO-52272,10552
LSO-52273,10553
LSO-52274,10554
LSO-52275,10555
LSO-52276,10557
LSO-52277,10559
LSO-52278,10583
LSO-52279,10588
LSO-52280,10590
LSO-52281,10591
LSO-52282,10594
LSO-52283,10595
LSO-52284,10596
LSO-52285,10598
LSO-52286,10606
LSO-52287,10616
LSO-52288,10621
LSO-52289,10626
LSO-52290,10627
LSO-52291,10628
LSO-52292,10629
LSO-52293,10631
LSO-52294,10632
LSO-52295,10634
LSO-52296,10635
LSO-52297,10637
LSO-52298,10649
LSO-52299,10650
LSO-52300,10651
LSO-52301,10653
LSO-52302,10655
LSO-52303,10657
LSO-52304,10659
LSO-52305,10663
LSO-52306,10664
LSO-52307,10665
LSO-52308,10666
LSO-52309,10667
LSO-52310,10670
LSO-52311,10671
LSO-52312,10673
LSO-52313,10675
LSO-52314,10676
LSO-52315,10677
LSO-52316,10678
LSO-52317,10681
LSO-52318,10683
LSO-52319,10684
LSO-52320,10685
LSO-52321,10686
LSO-52322,10687
LSO-52323,10688
LSO-52324,10689
LSO-52325,10690
LSO-52326,10691
LSO-52327,10698
LSO-52328,10699
LSO-52329,10700
LSO-52330,10701
LSO-52331,10705
LSO-52332,10712
LSO-52333,10715
LSO-52334,10716
LSO-52335,10717
LSO-52336,10723
LSO-52337,10736
LSO-52338,10737
LSO-52339,10744
LSO-52340,10750
LSO-52341,10755
LSO-52342,10756
LSO-52343,10760
LSO-52344,10771
