new_value,old_value
LSOC001401,2174
LSOC001402,1713
LSOC001403,1705
LSOC001404,2704
LSOC001405,1371
LSOC001406,2693
LSOC001407,1577
LSOC001408,1380
LSOC001409,2092
LSOC001410,1583
LSOC001411,1322
LSOC001412,1329
LSOC001413,1950
LSOC001414,2169
LSOC001415,2538
LSOC001416,1993
LSOC001417,3609
LSOC001418,3002
LSOC001419,2324
LSOC001420,2993
LSOC001421,2957
LSOC001422,2354
LSOC001423,1698
LSOC001424,1697
LSOC001425,1616
LSOC001426,9793
LSOC001427,9794
LSOC001428,9798
LSOC001429,2806
LSOC001430,2474
LSOC001431,2683
LSOC001432,1404
LSOC001433,2493
LSOC001434,1337
LSOC001435,2326
LSOC001436,2582
LSOC001437,2501
LSOC001438,1324
LSOC001439,1327
LSOC001440,2008
LSOC001441,1479
LSOC001442,2766
LSOC001443,2052
LSOC001444,2674
LSOC001445,2599
LSOC001446,2430
LSOC001447,2719
LSOC001448,2615
LSOC001449,2573
LSOC001450,3106
LSOC001451,3026
LSOC001452,9287
LSOC001453,9476
LSOC001454,9991
LSOC001455,10150
LSOC001456,3164
LSOC001457,9378
LSOC001458,1344
LSOC001459,637
LSOC001460,9574
LSOC001461,2857
LSOC001462,10319
LSOC001463,1369
LSOC001464,10199
LSOC001465,10203
LSOC001466,3207
LSOC001467,2991
LSOC001468,9496
LSOC001469,9497
LSOC001470,9605
LSOC001471,523
LSOC001472,9265
LSOC001473,9266
LSOC001474,538
LSOC001475,2230
LSOC001476,9470
LSOC001477,570
LSOC001478,9430
LSOC001479,9245
LSOC001480,9246
LSOC001481,3217
LSOC001482,3208
LSOC001483,584
LSOC001484,10635
LSOC001485,598
LSOC001486,3148
LSOC001487,2272
LSOC001488,9253
LSOC001489,635
LSOC001490,10031
LSOC001491,10032
LSOC001492,2351
LSOC001493,1904
LSOC001494,1957
LSOC001495,1686
LSOC001496,2823
LSOC001497,2308
LSOC001498,3611
LSOC001499,1824
LSOC001500,1706
LSOC001501,2234
LSOC001502,1537
LSOC001503,1441
LSOC001504,3209
LSOC001505,1794
LSOC001506,2012
LSOC001507,2589
LSOC001508,1914
LSOC001509,2982
LSOC001510,1509
LSOC001511,2191
LSOC001512,9560
LSOC001513,10188
LSOC001514,10190
LSOC001515,2023
LSOC001516,1978
LSOC001517,2959
LSOC001518,1965
LSOC001519,1675
LSOC001520,1387
LSOC001521,3162
LSOC001522,2511
LSOC001523,2878
LSOC001524,1377
LSOC001525,2624
LSOC001526,10097
LSOC001527,1336
LSOC001528,2661
LSOC001529,3063
LSOC001530,9528
LSOC001531,10424
LSOC001532,9877
LSOC001533,9910
LSOC001534,9878
LSOC001535,3665
LSOC001536,10681
LSOC001537,674
LSOC001538,1405
LSOC001539,10631
LSOC001540,10632
LSOC001541,1569
LSOC001542,2379
LSOC001543,3033
LSOC001544,1956
LSOC001545,2559
LSOC001546,2110
LSOC001547,2860
LSOC001548,1629
LSOC001549,9433
LSOC001550,2062
LSOC001551,3149
LSOC001552,2144
LSOC001553,1586
LSOC001554,1751
LSOC001555,2019
LSOC001556,2400
LSOC001557,3073
LSOC001558,2032
LSOC001559,3011
LSOC001560,3058
LSOC001561,2535
LSOC001562,9197
LSOC001563,3013
LSOC001564,3098
LSOC001565,2426
LSOC001566,3117
LSOC001567,2427
LSOC001568,9445
LSOC001569,9427
LSOC001570,690
LSOC001571,9581
LSOC001572,10678
LSOC001573,2239
LSOC001574,1570
LSOC001575,3175
LSOC001576,3020
LSOC001577,1929
LSOC001578,2343
LSOC001579,2925
LSOC001580,2841
LSOC001581,2314
LSOC001582,3150
LSOC001583,2276
LSOC001584,2332
LSOC001585,1544
LSOC001586,2669
LSOC001587,2513
LSOC001588,2795
LSOC001589,1378
LSOC001590,2544
LSOC001591,2571
LSOC001592,1807
LSOC001593,2478
LSOC001594,2552
LSOC001595,1356
LSOC001596,1796
LSOC001597,2167
LSOC001598,1613
LSOC001599,1955
LSOC001600,1525
LSOC001601,1841
LSOC001602,9663
LSOC001603,9664
LSOC001604,9662
LSOC001605,2943
LSOC001606,1328
LSOC001607,2028
LSOC001608,2084
LSOC001609,2821
LSOC001610,2188
LSOC001611,1534
LSOC001612,1417
LSOC001613,1418
LSOC001614,1665
LSOC001615,2497
LSOC001616,2537
LSOC001617,2713
LSOC001618,1814
LSOC001619,2075
LSOC001620,2800
LSOC001621,3210
LSOC001622,3212
LSOC001623,1968
LSOC001624,1495
LSOC001625,2112
LSOC001626,2718
LSOC001627,2082
LSOC001628,2278
LSOC001629,1779
LSOC001630,1791
LSOC001631,1761
LSOC001632,1486
LSOC001633,3046
LSOC001634,1493
LSOC001635,2257
LSOC001636,1496
LSOC001637,1804
LSOC001638,2992
LSOC001639,1995
LSOC001640,729
LSOC001641,2742
LSOC001642,2951
LSOC001643,10488
LSOC001644,3086
LSOC001645,10425
LSOC001646,1333
LSOC001647,3213
LSOC001648,10469
LSOC001649,9205
LSOC001650,9736
LSOC001651,9737
LSOC001652,10478
LSOC001653,10479
LSOC001654,1816
LSOC001655,2690
LSOC001656,1527
LSOC001657,1829
LSOC001658,2839
LSOC001659,9598
LSOC001660,1415
LSOC001661,1899
LSOC001662,2790
LSOC001663,3614
LSOC001664,2371
LSOC001665,2903
LSOC001666,2050
LSOC001667,1617
LSOC001668,2328
LSOC001669,1876
LSOC001670,2315
LSOC001671,9429
LSOC001672,2177
LSOC001673,1552
LSOC001674,1935
LSOC001675,2165
LSOC001676,2961
LSOC001677,808
LSOC001678,2616
LSOC001679,1644
LSOC001680,9696
LSOC001681,2523
LSOC001682,9357
LSOC001683,10557
LSOC001684,2125
LSOC001685,1855
LSOC001686,1442
LSOC001687,2198
LSOC001688,2070
LSOC001689,1906
LSOC001690,2204
LSOC001691,2269
LSOC001692,2932
LSOC001693,2532
LSOC001694,1482
LSOC001695,2301
LSOC001696,1848
LSOC001697,1909
LSOC001698,2018
LSOC001699,1681
LSOC001700,1738
LSOC001701,2677
LSOC001702,2179
LSOC001703,10285
LSOC001704,2736
LSOC001705,2845
LSOC001706,1742
LSOC001707,2418
LSOC001708,2021
LSOC001709,1402
LSOC001710,10288
LSOC001711,2979
LSOC001712,2065
LSOC001713,2451
LSOC001714,1827
LSOC001715,2377
LSOC001716,1653
LSOC001717,2119
LSOC001718,1806
LSOC001719,2055
LSOC001720,1813
LSOC001721,2283
LSOC001722,2868
LSOC001723,2504
LSOC001724,1645
LSOC001725,2550
LSOC001726,2096
LSOC001727,2563
LSOC001728,1747
LSOC001729,1576
LSOC001730,2708
LSOC001731,2477
LSOC001732,2632
LSOC001733,2590
LSOC001734,2516
LSOC001735,1975
LSOC001736,2988
LSOC001737,1349
LSOC001738,10391
LSOC001739,2930
LSOC001740,2962
LSOC001741,1332
LSOC001742,1873
LSOC001743,1879
LSOC001744,2389
LSOC001745,1565
LSOC001746,10151
LSOC001747,3006
LSOC001748,2320
LSOC001749,2362
LSOC001750,2799
LSOC001751,1907
LSOC001752,10606
LSOC001753,1679
LSOC001754,1790
LSOC001755,1719
LSOC001756,2782
LSOC001757,2763
LSOC001758,3705
LSOC001759,2662
LSOC001760,3072
LSOC001761,10455
LSOC001762,2441
LSOC001763,2129
LSOC001764,1911
LSOC001765,2173
LSOC001766,1989
LSOC001767,2499
LSOC001768,2917
LSOC001769,1580
LSOC001770,2219
LSOC001771,9375
LSOC001772,10629
LSOC001773,10737
LSOC001774,3618
LSOC001775,2754
LSOC001776,10105
LSOC001777,9546
LSOC001778,861
LSOC001779,9328
LSOC001780,9333
LSOC001781,10243
LSOC001782,10244
LSOC001783,9929
LSOC001784,9930
LSOC001785,2859
LSOC001786,880
LSOC001787,885
LSOC001788,3215
LSOC001789,9584
LSOC001790,3025
LSOC001791,839
LSOC001792,10223
LSOC001793,2060
LSOC001794,2545
LSOC001795,2224
LSOC001796,1427
LSOC001797,2687
LSOC001798,3076
LSOC001799,9404
LSOC001800,1743
LSOC001801,2162
LSOC001802,9545
LSOC001803,1652
LSOC001804,2103
LSOC001805,2897
LSOC001806,1986
LSOC001807,2071
LSOC001808,2623
LSOC001809,1331
LSOC001810,9614
LSOC001811,2569
LSOC001812,1411
LSOC001813,2579
LSOC001814,10167
LSOC001815,2578
LSOC001816,3005
LSOC001817,1740
LSOC001818,2452
LSOC001819,2367
LSOC001820,2117
LSOC001821,2778
LSOC001822,2401
LSOC001823,2484
LSOC001824,2424
LSOC001825,2442
LSOC001826,2047
LSOC001827,2684
LSOC001828,2810
LSOC001829,2682
LSOC001830,2771
LSOC001831,2974
LSOC001832,2403
LSOC001833,1425
LSOC001834,10363
LSOC001835,2540
LSOC001836,952
LSOC001837,1948
LSOC001838,2872
LSOC001839,2995
LSOC001840,2496
LSOC001841,1704
LSOC001842,2526
LSOC001843,2118
LSOC001844,1601
LSOC001845,2187
LSOC001846,2654
LSOC001847,1358
LSOC001848,1561
LSOC001849,9579
LSOC001850,2640
LSOC001851,1575
LSOC001852,1939
LSOC001853,2830
LSOC001854,2294
LSOC001855,9157
LSOC001856,2209
LSOC001857,2291
LSOC001858,2456
LSOC001859,2973
LSOC001860,1831
LSOC001861,2116
LSOC001862,1325
LSOC001863,1845
LSOC001864,2246
LSOC001865,1949
LSOC001866,2825
LSOC001867,3111
LSOC001868,2472
LSOC001869,1603
LSOC001870,1775
LSOC001871,2281
LSOC001872,2881
LSOC001873,1996
LSOC001874,1954
LSOC001875,1953
LSOC001876,2581
LSOC001877,1700
LSOC001878,2759
LSOC001879,1335
LSOC001880,2059
LSOC001881,3008
LSOC001882,2826
LSOC001883,9635
LSOC001884,9634
LSOC001885,1390
LSOC001886,1391
LSOC001887,1690
LSOC001888,1587
LSOC001889,1912
LSOC001890,1764
LSOC001891,2941
LSOC001892,10000
LSOC001893,2678
LSOC001894,1458
LSOC001895,2346
LSOC001896,1942
LSOC001897,3155
LSOC001898,2058
LSOC001899,2529
LSOC001900,2756
LSOC001901,2524
LSOC001902,1454
LSOC001903,2721
LSOC001904,2668
LSOC001905,9249
LSOC001906,3066
LSOC001907,2748
LSOC001908,2863
LSOC001909,2665
LSOC001910,1710
LSOC001911,1714
LSOC001912,1711
LSOC001913,2494
LSOC001914,1861
LSOC001915,1734
LSOC001916,2466
LSOC001917,2168
LSOC001918,3120
LSOC001919,2641
LSOC001920,1979
LSOC001921,3044
LSOC001922,2927
LSOC001923,2530
LSOC001924,9454
LSOC001925,1045
LSOC001926,9220
LSOC001927,9221
LSOC001928,3641
LSOC001929,2548
LSOC001930,10501
LSOC001931,2420
LSOC001932,2934
LSOC001933,2877
LSOC001934,2349
LSOC001935,2473
LSOC001936,2909
LSOC001937,2109
LSOC001938,2024
LSOC001939,9967
LSOC001940,10054
LSOC001941,1958
LSOC001942,1959
LSOC001943,2464
LSOC001944,9438
LSOC001945,2555
LSOC001946,2817
LSOC001947,2885
LSOC001948,9951
LSOC001949,2600
LSOC001950,9259
LSOC001951,2405
LSOC001952,2610
LSOC001953,10760
LSOC001954,9972
LSOC001955,1488
LSOC001956,2954
LSOC001957,1536
LSOC001958,2652
LSOC001959,2289
LSOC001960,2775
LSOC001961,2947
LSOC001962,1489
LSOC001963,2309
LSOC001964,1608
LSOC001965,2369
LSOC001966,1389
LSOC001967,1384
LSOC001968,10295
LSOC001969,3054
LSOC001970,2620
LSOC001971,2873
LSOC001972,3115
LSOC001973,9839
LSOC001974,10485
LSOC001975,2334
LSOC001976,10701
LSOC001977,9645
LSOC001978,9758
LSOC001979,10128
LSOC001980,3152
LSOC001981,10338
LSOC001982,10339
LSOC001983,10067
LSOC001984,1962
LSOC001985,2394
LSOC001986,9300
LSOC001987,937
LSOC001988,10595
LSOC001989,10596
LSOC001990,3153
LSOC001991,9238
LSOC001992,9884
LSOC001993,10449
LSOC001994,966
LSOC001995,967
LSOC001996,1788
LSOC001997,3059
LSOC001998,10651
LSOC001999,9341
LSOC002000,9516
LSOC002001,10056
LSOC002002,979
LSOC002003,2744
LSOC002004,9541
LSOC002005,9796
LSOC002006,9800
LSOC002007,9986
LSOC002008,9987
LSOC002009,990
LSOC002010,10588
LSOC002011,9471
LSOC002012,1952
LSOC002013,9500
LSOC002014,9501
LSOC002015,10239
LSOC002016,10240
LSOC002017,2876
LSOC002018,9395
LSOC002019,9576
LSOC002020,1047
LSOC002021,10502
LSOC002022,10503
LSOC002023,10649
LSOC002024,10650
LSOC002025,2025
LSOC002026,1059
LSOC002027,9401
LSOC002028,1832
LSOC002029,10554
LSOC002030,9631
LSOC002031,9632
LSOC002032,2724
LSOC002033,10723
LSOC002034,2960
LSOC002035,1688
LSOC002036,2180
LSOC002037,2200
LSOC002038,3121
LSOC002039,2310
LSOC002040,1868
LSOC002041,1562
LSOC002042,1392
LSOC002043,1674
LSOC002044,9992
LSOC002045,2036
LSOC002046,1326
LSOC002047,2260
LSOC002048,2205
LSOC002049,2207
LSOC002050,2514
LSOC002051,3161
LSOC002052,2166
LSOC002053,2223
LSOC002054,2005
LSOC002055,1818
LSOC002056,1933
LSOC002057,3060
LSOC002058,9499
LSOC002059,3711
LSOC002060,2100
LSOC002061,2968
LSOC002062,2653
LSOC002063,2883
LSOC002064,1673
LSOC002065,3573
LSOC002066,9250
LSOC002067,1636
LSOC002068,1973
LSOC002069,2500
LSOC002070,1997
LSOC002071,2681
LSOC002072,2639
LSOC002073,9181
LSOC002074,1649
LSOC002075,2244
LSOC002076,1987
LSOC002077,1340
LSOC002078,2208
LSOC002079,2123
LSOC002080,10248
LSOC002081,10247
LSOC002082,2630
LSOC002083,9336
LSOC002084,1650
LSOC002085,2716
LSOC002086,2707
LSOC002087,1469
LSOC002088,1642
LSOC002089,1654
LSOC002090,1820
LSOC002091,2445
LSOC002092,1374
LSOC002093,9483
LSOC002094,9186
LSOC002095,1960
LSOC002096,2801
LSOC002097,1635
LSOC002098,3216
LSOC002099,2292
LSOC002100,3081
LSOC002101,2439
LSOC002102,2888
LSOC002103,1875
LSOC002104,10250
LSOC002105,1822
LSOC002106,2396
LSOC002107,2392
LSOC002108,3168
LSOC002109,9270
LSOC002110,9271
LSOC002111,9269
LSOC002112,2391
LSOC002113,2388
LSOC002114,2183
LSOC002115,2758
LSOC002116,2297
LSOC002117,1782
LSOC002118,2812
LSOC002119,1175
LSOC002120,9830
LSOC002121,10297
LSOC002122,2164
LSOC002123,1783
LSOC002124,1835
LSOC002125,2372
LSOC002126,2517
LSOC002127,1901
LSOC002128,1812
LSOC002129,2434
LSOC002130,2912
LSOC002131,1756
LSOC002132,2338
LSOC002133,1947
LSOC002134,1983
LSOC002135,1478
LSOC002136,2376
LSOC002137,1684
LSOC002138,9417
LSOC002139,1407
LSOC002140,1595
LSOC002141,2093
LSOC002142,1974
LSOC002143,2556
LSOC002144,1724
LSOC002145,1410
LSOC002146,2120
LSOC002147,2322
LSOC002148,2256
LSOC002149,2286
LSOC002150,2356
LSOC002151,3679
LSOC002152,1539
LSOC002153,10129
LSOC002154,10130
LSOC002155,10429
LSOC002156,9492
LSOC002157,9275
LSOC002158,9827
LSOC002159,9760
LSOC002160,1094
LSOC002161,2543
LSOC002162,1348
LSOC002163,2299
LSOC002164,3157
LSOC002165,2958
LSOC002166,10555
LSOC002167,1113
LSOC002168,9691
LSOC002169,9692
LSOC002170,1359
LSOC002171,2463
LSOC002172,3571
LSOC002173,10670
LSOC002174,10671
LSOC002175,1838
LSOC002176,10021
LSOC002177,10025
LSOC002178,10093
LSOC002179,1999
LSOC002180,1769
LSOC002181,2022
LSOC002182,9172
LSOC002183,1272
LSOC002184,1607
LSOC002185,2329
LSOC002186,12
LSOC002187,9573
LSOC002188,10689
LSOC002189,10690
LSOC002190,2776
LSOC002191,10687
LSOC002192,10688
LSOC002193,10482
LSOC002194,9933
LSOC002195,10699
LSOC002196,10700
LSOC002197,9569
LSOC002198,9749
LSOC002199,10053
LSOC002200,3127
LSOC002201,9502
LSOC002202,9504
LSOC002203,2865
LSOC002204,1334
LSOC002205,2755
LSOC002206,2397
LSOC002207,2288
LSOC002208,1884
LSOC002209,1842
LSOC002210,2753
LSOC002211,2039
LSOC002212,2746
LSOC002213,1571
LSOC002214,2089
LSOC002215,2952
LSOC002216,2449
LSOC002217,2383
LSOC002218,2866
LSOC002219,1211
LSOC002220,9870
LSOC002221,3218
LSOC002222,2192
LSOC002223,2861
LSOC002224,1500
LSOC002225,10756
LSOC002226,941
LSOC002227,3219
LSOC002228,1837
LSOC002229,2414
LSOC002230,2341
LSOC002231,1731
LSOC002232,1943
LSOC002233,2141
LSOC002234,2355
LSOC002235,1428
LSOC002236,2435
LSOC002237,2902
LSOC002238,3158
LSOC002239,9583
LSOC002240,10715
LSOC002241,2153
LSOC002242,3124
LSOC002243,10255
LSOC002244,1825
LSOC002245,10256
LSOC002246,1554
LSOC002247,2081
LSOC002248,9915
LSOC002249,1388
LSOC002250,2241
LSOC002251,2029
LSOC002252,2130
LSOC002253,2953
LSOC002254,1446
LSOC002255,1890
LSOC002256,2901
LSOC002257,2041
LSOC002258,2479
LSOC002259,1662
LSOC002260,1397
LSOC002261,3001
LSOC002262,1888
LSOC002263,2916
LSOC002264,2197
LSOC002265,1931
LSOC002266,3055
LSOC002267,2104
LSOC002268,2944
LSOC002269,2303
LSOC002270,2229
LSOC002271,1860
LSOC002272,2596
LSOC002273,2106
LSOC002274,2900
LSOC002275,1720
LSOC002276,2574
LSOC002277,1502
LSOC002278,9482
LSOC002279,1988
LSOC002280,2914
LSOC002281,1691
LSOC002282,1692
LSOC002283,3017
LSOC002284,1538
LSOC002285,2505
LSOC002286,2498
LSOC002287,2667
LSOC002288,1528
LSOC002289,2038
LSOC002290,2387
LSOC002291,2592
LSOC002292,2862
LSOC002293,2042
LSOC002294,9315
LSOC002295,10205
LSOC002296,9326
LSOC002297,9947
LSOC002298,1269
LSOC002299,1274
LSOC002300,3097
LSOC002301,9981
LSOC002302,10098
LSOC002303,10675
LSOC002304,10677
LSOC002305,10108
LSOC002306,9812
LSOC002307,1406
LSOC002308,10009
LSOC002309,1871
LSOC002310,2922
LSOC002311,1521
LSOC002312,1762
LSOC002313,2726
LSOC002314,1981
LSOC002315,2656
LSOC002316,2822
LSOC002317,2107
LSOC002318,1817
LSOC002319,3043
LSOC002320,2178
LSOC002321,2264
LSOC002322,10258
LSOC002323,9890
LSOC002324,3186
LSOC002325,10590
LSOC002326,10673
LSOC002327,9959
LSOC002328,10552
LSOC002329,10506
LSOC002330,9381
LSOC002331,3704
LSOC002332,9630
LSOC002333,10201
LSOC002334,10200
LSOC002335,9789
LSOC002336,9788
LSOC002337,10542
LSOC002338,3211
LSOC002339,10499
LSOC002340,10553
LSOC002341,1394
LSOC002342,9699
LSOC002343,3156
LSOC002344,3221
LSOC002345,9813
