new_value,old_value
LSOC001401,3609
LSOC001402,3002
LSOC001403,2324
LSOC001404,2993
LSOC001405,2957
LSOC001406,2354
LSOC001407,1698
LSOC001408,1697
LSOC001409,1616
LSOC001410,9793
LSOC001411,9794
LSOC001412,9798
LSOC001413,2806
LSOC001414,2474
LSOC001415,2683
LSOC001416,1404
LSOC001417,2493
LSOC001418,1337
LSOC001419,2326
LSOC001420,2582
LSOC001421,2501
LSOC001422,1324
LSOC001423,1327
LSOC001424,2008
LSOC001425,1479
LSOC001426,2766
LSOC001427,2052
LSOC001428,2674
LSOC001429,2599
LSOC001430,2430
LSOC001431,2719
LSOC001432,2615
LSOC001433,2573
LSOC001434,3106
LSOC001435,3026
LSOC001436,9287
LSOC001437,9476
LSOC001438,9991
LSOC001439,10150
LSOC001440,3164
LSOC001441,9378
LSOC001442,1344
LSOC001443,637
LSOC001444,9574
LSOC001445,2857
LSOC001446,10319
LSOC001447,1369
LSOC001448,10199
LSOC001449,10203
LSOC001450,3207
LSOC001451,2991
LSOC001452,9496
LSOC001453,9497
LSOC001454,9605
LSOC001455,523
LSOC001456,9265
LSOC001457,9266
LSOC001458,538
LSOC001459,2230
LSOC001460,9470
LSOC001461,570
LSOC001462,9430
LSOC001463,9245
LSOC001464,9246
LSOC001465,3217
LSOC001466,3208
LSOC001467,584
LSOC001468,10635
LSOC001469,598
LSOC001470,3148
LSOC001471,2272
LSOC001472,9253
LSOC001473,635
LSOC001474,10031
LSOC001475,10032
LSOC001476,2351
LSOC001477,1904
LSOC001478,1957
LSOC001479,1686
LSOC001480,2823
LSOC001481,2308
LSOC001482,3611
LSOC001483,1824
LSOC001484,1706
LSOC001485,2234
LSOC001486,1537
LSOC001487,1441
LSOC001488,3209
LSOC001489,1794
LSOC001490,2012
LSOC001491,2589
LSOC001492,1914
LSOC001493,2982
LSOC001494,1509
LSOC001495,2191
LSOC001496,9560
LSOC001497,10188
LSOC001498,10190
LSOC001499,2023
LSOC001500,1978
LSOC001501,2959
LSOC001502,1965
LSOC001503,1675
LSOC001504,1387
LSOC001505,3162
LSOC001506,2511
LSOC001507,2878
LSOC001508,1377
LSOC001509,2624
LSOC001510,10097
LSOC001511,1336
LSOC001512,2661
LSOC001513,3063
LSOC001514,9528
LSOC001515,10424
LSOC001516,9877
LSOC001517,9910
LSOC001518,9878
LSOC001519,3665
LSOC001520,10681
LSOC001521,674
LSOC001522,1405
LSOC001523,10631
LSOC001524,10632
LSOC001525,1569
LSOC001526,2379
LSOC001527,3033
LSOC001528,1956
LSOC001529,2559
LSOC001530,2110
LSOC001531,2860
LSOC001532,1629
LSOC001533,9433
LSOC001534,2062
LSOC001535,3149
LSOC001536,2144
LSOC001537,1586
LSOC001538,1751
LSOC001539,2019
LSOC001540,2400
LSOC001541,3073
LSOC001542,2032
LSOC001543,3011
LSOC001544,3058
LSOC001545,2535
LSOC001546,9197
LSOC001547,3013
LSOC001548,3098
LSOC001549,2426
LSOC001550,3117
LSOC001551,2427
LSOC001552,9445
LSOC001553,9427
LSOC001554,690
LSOC001555,9581
LSOC001556,2239
LSOC001557,1570
LSOC001558,3175
LSOC001559,3020
LSOC001560,1929
LSOC001561,2343
LSOC001562,2925
LSOC001563,2841
LSOC001564,2314
LSOC001565,3150
LSOC001566,2276
LSOC001567,2332
LSOC001568,1544
LSOC001569,2669
LSOC001570,2513
LSOC001571,2795
LSOC001572,1378
LSOC001573,2544
LSOC001574,2571
LSOC001575,1807
LSOC001576,2478
LSOC001577,2552
LSOC001578,1356
LSOC001579,1796
LSOC001580,2167
LSOC001581,1613
LSOC001582,1955
LSOC001583,1525
LSOC001584,1841
LSOC001585,9663
LSOC001586,9664
LSOC001587,9662
LSOC001588,2943
LSOC001589,1328
LSOC001590,2028
LSOC001591,2084
LSOC001592,2821
LSOC001593,2188
LSOC001594,1534
LSOC001595,1417
LSOC001596,1418
LSOC001597,1665
LSOC001598,2497
LSOC001599,2537
LSOC001600,2713
LSOC001601,1814
LSOC001602,2075
LSOC001603,2800
LSOC001604,3210
LSOC001605,3212
LSOC001606,1968
LSOC001607,1495
LSOC001608,2112
LSOC001609,2718
LSOC001610,2082
LSOC001611,2278
LSOC001612,1779
LSOC001613,1791
LSOC001614,1761
LSOC001615,1486
LSOC001616,3046
LSOC001617,1493
LSOC001618,2257
LSOC001619,1496
LSOC001620,1804
LSOC001621,2992
LSOC001622,1995
LSOC001623,10381
LSOC001624,729
LSOC001625,2742
LSOC001626,2951
LSOC001627,10488
LSOC001628,3086
LSOC001629,10425
LSOC001630,1333
LSOC001631,3213
LSOC001632,10469
LSOC001633,9205
LSOC001634,9736
LSOC001635,9737
LSOC001636,10478
LSOC001637,10479
LSOC001638,1816
LSOC001639,2690
LSOC001640,1527
LSOC001641,1829
LSOC001642,2839
LSOC001643,1415
LSOC001644,1899
LSOC001645,2790
LSOC001646,3614
LSOC001647,2371
LSOC001648,2903
LSOC001649,2050
LSOC001650,1617
LSOC001651,2328
LSOC001652,1876
LSOC001653,2315
LSOC001654,9429
LSOC001655,2177
LSOC001656,1552
LSOC001657,1935
LSOC001658,2165
LSOC001659,2961
LSOC001660,808
LSOC001661,2616
LSOC001662,1644
LSOC001663,9696
LSOC001664,2523
LSOC001665,9357
LSOC001666,10557
LSOC001667,2125
LSOC001668,1855
LSOC001669,1442
LSOC001670,2198
LSOC001671,2070
LSOC001672,1906
LSOC001673,2204
LSOC001674,2269
LSOC001675,2932
LSOC001676,2532
LSOC001677,1482
LSOC001678,2301
LSOC001679,1848
LSOC001680,1909
LSOC001681,2018
LSOC001682,1681
LSOC001683,1738
LSOC001684,2677
LSOC001685,2179
LSOC001686,10285
LSOC001687,2736
LSOC001688,2845
LSOC001689,1742
LSOC001690,2418
LSOC001691,2021
LSOC001692,1402
LSOC001693,10288
LSOC001694,2979
LSOC001695,2065
LSOC001696,2451
LSOC001697,1827
LSOC001698,2377
LSOC001699,1653
LSOC001700,2119
LSOC001701,1806
LSOC001702,2055
LSOC001703,1813
LSOC001704,2283
LSOC001705,2868
LSOC001706,2504
LSOC001707,1645
LSOC001708,2550
LSOC001709,2096
LSOC001710,2563
LSOC001711,1747
LSOC001712,1576
LSOC001713,2708
LSOC001714,2477
LSOC001715,2632
LSOC001716,2590
LSOC001717,2516
LSOC001718,1975
LSOC001719,2988
LSOC001720,1349
LSOC001721,10391
LSOC001722,2930
LSOC001723,2962
LSOC001724,1332
LSOC001725,1873
LSOC001726,1879
LSOC001727,2389
LSOC001728,1565
LSOC001729,10151
LSOC001730,3006
LSOC001731,2320
LSOC001732,2362
LSOC001733,2799
LSOC001734,1907
LSOC001735,10606
LSOC001736,1679
LSOC001737,1790
LSOC001738,1719
LSOC001739,2782
LSOC001740,2763
LSOC001741,3705
LSOC001742,2662
LSOC001743,3072
LSOC001744,10455
LSOC001745,2441
LSOC001746,2129
LSOC001747,1911
LSOC001748,2173
LSOC001749,1989
LSOC001750,2499
LSOC001751,2917
LSOC001752,1580
LSOC001753,2219
LSOC001754,9375
LSOC001755,10629
LSOC001756,3618
LSOC001757,2754
LSOC001758,10105
LSOC001759,9546
LSOC001760,861
LSOC001761,9328
LSOC001762,9333
LSOC001763,10243
LSOC001764,10244
LSOC001765,9929
LSOC001766,9930
LSOC001767,2859
LSOC001768,880
LSOC001769,3215
LSOC001770,9584
LSOC001771,3025
LSOC001772,839
LSOC001773,10223
LSOC001774,2060
LSOC001775,2545
LSOC001776,2224
LSOC001777,1427
LSOC001778,2687
LSOC001779,3076
LSOC001780,9404
LSOC001781,1743
LSOC001782,2162
LSOC001783,9545
LSOC001784,1652
LSOC001785,2103
LSOC001786,2897
LSOC001787,1986
LSOC001788,2071
LSOC001789,2623
LSOC001790,1331
LSOC001791,9614
LSOC001792,2569
LSOC001793,1411
LSOC001794,2579
LSOC001795,10167
LSOC001796,2578
LSOC001797,3005
LSOC001798,1740
LSOC001799,2452
LSOC001800,2367
LSOC001801,2117
LSOC001802,2778
LSOC001803,2401
LSOC001804,2484
LSOC001805,2424
LSOC001806,2442
LSOC001807,2047
LSOC001808,2684
LSOC001809,2810
LSOC001810,2682
LSOC001811,2771
LSOC001812,2974
LSOC001813,2403
LSOC001814,1425
LSOC001815,10363
LSOC001816,2540
LSOC001817,952
LSOC001818,1948
LSOC001819,2872
LSOC001820,2995
LSOC001821,2496
LSOC001822,1704
LSOC001823,2526
LSOC001824,2118
LSOC001825,1601
LSOC001826,2187
LSOC001827,2654
LSOC001828,1358
LSOC001829,1561
LSOC001830,9579
LSOC001831,2640
LSOC001832,1575
LSOC001833,1939
LSOC001834,2830
LSOC001835,2294
LSOC001836,9157
LSOC001837,2209
LSOC001838,2291
LSOC001839,2456
LSOC001840,2973
LSOC001841,1831
LSOC001842,2116
LSOC001843,1325
LSOC001844,1845
LSOC001845,2246
LSOC001846,1949
LSOC001847,2825
LSOC001848,3111
LSOC001849,2472
LSOC001850,1603
LSOC001851,1775
LSOC001852,2281
LSOC001853,2881
LSOC001854,1996
LSOC001855,1954
LSOC001856,1953
LSOC001857,2581
LSOC001858,1700
LSOC001859,2759
LSOC001860,1335
LSOC001861,2059
LSOC001862,3008
LSOC001863,2826
LSOC001864,9635
LSOC001865,9634
LSOC001866,1390
LSOC001867,1391
LSOC001868,1690
LSOC001869,1587
LSOC001870,1912
LSOC001871,1764
LSOC001872,2941
LSOC001873,10000
LSOC001874,2678
LSOC001875,1458
LSOC001876,2346
LSOC001877,1942
LSOC001878,3155
LSOC001879,2058
LSOC001880,2529
LSOC001881,2756
LSOC001882,2524
LSOC001883,1454
LSOC001884,2721
LSOC001885,2668
LSOC001886,9249
LSOC001887,3066
LSOC001888,2748
LSOC001889,2863
LSOC001890,2665
LSOC001891,1710
LSOC001892,1714
LSOC001893,1711
LSOC001894,2494
LSOC001895,1861
LSOC001896,1734
LSOC001897,2466
LSOC001898,2168
LSOC001899,3120
LSOC001900,2641
LSOC001901,1979
LSOC001902,3044
LSOC001903,2927
LSOC001904,2530
LSOC001905,9454
LSOC001906,1045
LSOC001907,9220
LSOC001908,9221
LSOC001909,3641
LSOC001910,2548
LSOC001911,10501
LSOC001912,2420
LSOC001913,2934
LSOC001914,2877
LSOC001915,2349
LSOC001916,2473
LSOC001917,2909
LSOC001918,2109
LSOC001919,2024
LSOC001920,9967
LSOC001921,10054
LSOC001922,1958
LSOC001923,1959
LSOC001924,2464
LSOC001925,9438
LSOC001926,2555
LSOC001927,2817
LSOC001928,2885
LSOC001929,9951
LSOC001930,2600
LSOC001931,9259
LSOC001932,2405
LSOC001933,2610
LSOC001934,9972
LSOC001935,1488
LSOC001936,2954
LSOC001937,1536
LSOC001938,2652
LSOC001939,2289
LSOC001940,2775
LSOC001941,2947
LSOC001942,1489
LSOC001943,2309
LSOC001944,1608
LSOC001945,2369
LSOC001946,1389
LSOC001947,1384
LSOC001948,10295
LSOC001949,3054
LSOC001950,2620
LSOC001951,2873
LSOC001952,3115
LSOC001953,9839
LSOC001954,10485
LSOC001955,2334
LSOC001956,10701
LSOC001957,9645
LSOC001958,9758
LSOC001959,10128
LSOC001960,3152
LSOC001961,10338
LSOC001962,10339
LSOC001963,10067
LSOC001964,1962
LSOC001965,2394
LSOC001966,9300
LSOC001967,937
LSOC001968,10596
LSOC001969,10595
LSOC001970,3153
LSOC001971,9238
LSOC001972,9884
LSOC001973,966
LSOC001974,967
LSOC001975,1788
LSOC001976,3059
LSOC001977,10651
LSOC001978,9341
LSOC001979,9516
LSOC001980,10056
LSOC001981,979
LSOC001982,2744
LSOC001983,9541
LSOC001984,9796
LSOC001985,9800
LSOC001986,9986
LSOC001987,9987
LSOC001988,990
LSOC001989,9471
LSOC001990,1952
LSOC001991,9500
LSOC001992,9501
LSOC001993,10239
LSOC001994,10240
LSOC001995,2876
LSOC001996,9395
LSOC001997,9576
LSOC001998,1047
LSOC001999,10502
LSOC002000,10503
LSOC002001,10649
LSOC002002,10650
LSOC002003,2025
LSOC002004,1059
LSOC002005,9401
LSOC002006,1832
LSOC002007,10554
LSOC002008,9631
LSOC002009,9632
LSOC002010,2724
LSOC002011,2960
LSOC002012,1688
LSOC002013,2180
LSOC002014,2200
LSOC002015,3121
LSOC002016,2310
LSOC002017,1868
LSOC002018,1562
LSOC002019,1392
LSOC002020,1674
LSOC002021,9992
LSOC002022,2036
LSOC002023,1326
LSOC002024,2260
LSOC002025,2205
LSOC002026,2207
LSOC002027,2514
LSOC002028,3161
LSOC002029,2166
LSOC002030,2223
LSOC002031,2005
LSOC002032,1818
LSOC002033,1933
LSOC002034,3060
LSOC002035,9499
LSOC002036,3711
LSOC002037,2100
LSOC002038,2968
LSOC002039,2653
LSOC002040,2883
LSOC002041,1673
LSOC002042,3573
LSOC002043,9250
LSOC002044,1636
LSOC002045,1973
LSOC002046,2500
LSOC002047,1997
LSOC002048,2681
LSOC002049,2639
LSOC002050,9181
LSOC002051,1649
LSOC002052,2244
LSOC002053,1987
LSOC002054,1340
LSOC002055,2208
LSOC002056,2123
LSOC002057,10248
LSOC002058,10247
LSOC002059,2630
LSOC002060,9336
LSOC002061,1650
LSOC002062,2716
LSOC002063,2707
LSOC002064,1469
LSOC002065,1642
LSOC002066,1654
LSOC002067,1820
LSOC002068,2445
LSOC002069,1374
LSOC002070,9483
LSOC002071,9186
LSOC002072,1960
LSOC002073,2801
LSOC002074,1635
LSOC002075,3216
LSOC002076,2292
LSOC002077,3081
LSOC002078,2439
LSOC002079,2888
LSOC002080,1875
LSOC002081,10250
LSOC002082,1822
LSOC002083,2396
LSOC002084,2392
LSOC002085,3168
LSOC002086,9270
LSOC002087,9271
LSOC002088,9269
LSOC002089,2391
LSOC002090,2388
LSOC002091,2183
LSOC002092,2758
LSOC002093,2297
LSOC002094,1782
LSOC002095,2812
LSOC002096,1175
LSOC002097,9830
LSOC002098,10297
LSOC002099,2164
LSOC002100,1783
LSOC002101,1835
LSOC002102,2372
LSOC002103,2517
LSOC002104,1901
LSOC002105,1812
LSOC002106,2434
LSOC002107,2912
LSOC002108,1756
LSOC002109,2338
LSOC002110,1947
LSOC002111,1983
LSOC002112,1478
LSOC002113,2376
LSOC002114,1684
LSOC002115,9417
LSOC002116,1407
LSOC002117,1595
LSOC002118,2093
LSOC002119,1974
LSOC002120,2556
LSOC002121,1724
LSOC002122,1410
LSOC002123,2120
LSOC002124,2322
LSOC002125,2256
LSOC002126,2286
LSOC002127,2356
LSOC002128,3679
LSOC002129,1539
LSOC002130,10129
LSOC002131,10130
LSOC002132,10429
LSOC002133,9492
LSOC002134,9275
LSOC002135,9827
LSOC002136,9760
LSOC002137,1094
LSOC002138,2543
LSOC002139,1348
LSOC002140,2299
LSOC002141,3157
LSOC002142,2958
LSOC002143,10555
LSOC002144,1113
LSOC002145,9691
LSOC002146,9692
LSOC002147,1359
LSOC002148,2463
LSOC002149,3571
LSOC002150,10670
LSOC002151,10671
LSOC002152,1838
LSOC002153,10021
LSOC002154,10025
LSOC002155,10093
LSOC002156,1999
LSOC002157,1769
LSOC002158,2022
LSOC002159,9172
LSOC002160,1272
LSOC002161,1607
LSOC002162,2329
LSOC002163,12
LSOC002164,9573
LSOC002165,10689
LSOC002166,10690
LSOC002167,2776
LSOC002168,10687
LSOC002169,10688
LSOC002170,9933
LSOC002171,10699
LSOC002172,10700
LSOC002173,9569
LSOC002174,9749
LSOC002175,10053
LSOC002176,3127
LSOC002177,9502
LSOC002178,9504
LSOC002179,2865
LSOC002180,1334
LSOC002181,2755
LSOC002182,2397
LSOC002183,2288
LSOC002184,1884
LSOC002185,1842
LSOC002186,2753
LSOC002187,2039
LSOC002188,2746
LSOC002189,1571
LSOC002190,2089
LSOC002191,2952
LSOC002192,2449
LSOC002193,2383
LSOC002194,2866
LSOC002195,1211
LSOC002196,9870
LSOC002197,3218
LSOC002198,2192
LSOC002199,2861
LSOC002200,1500
LSOC002201,941
LSOC002202,3219
LSOC002203,1837
LSOC002204,2414
LSOC002205,2341
LSOC002206,1731
LSOC002207,1943
LSOC002208,2141
LSOC002209,2355
LSOC002210,1428
LSOC002211,2435
LSOC002212,2902
LSOC002213,3158
LSOC002214,9583
LSOC002215,2153
LSOC002216,3124
LSOC002217,10255
LSOC002218,1825
LSOC002219,10256
LSOC002220,1554
LSOC002221,2081
LSOC002222,9915
LSOC002223,1388
LSOC002224,2241
LSOC002225,2029
LSOC002226,2130
LSOC002227,2953
LSOC002228,1446
LSOC002229,1890
LSOC002230,2901
LSOC002231,2041
LSOC002232,2479
LSOC002233,1662
LSOC002234,1397
LSOC002235,3001
LSOC002236,1888
LSOC002237,2916
LSOC002238,2197
LSOC002239,1931
LSOC002240,3055
LSOC002241,2104
LSOC002242,2944
LSOC002243,2303
LSOC002244,2229
LSOC002245,1860
LSOC002246,2596
LSOC002247,2106
LSOC002248,2900
LSOC002249,1720
LSOC002250,2574
LSOC002251,1502
LSOC002252,9482
LSOC002253,1988
LSOC002254,2914
LSOC002255,1691
LSOC002256,1692
LSOC002257,3017
LSOC002258,1538
LSOC002259,2505
LSOC002260,2498
LSOC002261,2667
LSOC002262,1528
LSOC002263,2038
LSOC002264,2387
LSOC002265,2592
LSOC002266,2862
LSOC002267,2042
LSOC002268,9315
LSOC002269,10205
LSOC002270,9326
LSOC002271,9947
LSOC002272,1269
LSOC002273,1274
LSOC002274,3097
LSOC002275,10675
LSOC002276,10677
LSOC002277,10108
LSOC002278,9812
LSOC002279,1406
LSOC002280,10009
LSOC002281,1871
LSOC002282,2922
LSOC002283,1521
LSOC002284,1762
LSOC002285,2726
LSOC002286,1981
LSOC002287,2656
LSOC002288,2822
LSOC002289,2107
LSOC002290,1817
LSOC002291,3043
LSOC002292,2178
LSOC002293,2264
LSOC002294,10258
LSOC002295,9890
LSOC002296,3186
LSOC002297,10590
LSOC002298,10673
LSOC002299,9959
LSOC002300,10552
LSOC002301,10506
LSOC002302,9381
LSOC002303,3704
LSOC002304,9630
LSOC002305,10201
LSOC002306,10200
LSOC002307,9789
LSOC002308,9788
LSOC002309,10542
LSOC002310,3211
LSOC002311,10499
LSOC002312,10553
LSOC002313,3156
LSOC002314,3221
LSOC002315,9813
LSOC002316,10705
LSOC002317,3597
LSOC002318,10698
LSOC002319,10712
LSOC002320,10716
LSOC002321,10717
LSOC002322,885
LSOC002323,10588
LSOC002324,9981
LSOC002325,10098
LSOC002326,10685
LSOC002327,10686
